Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
can_144/F,2.7821327127086684,2.733764616123608,2.8265768445016874,5.2336634013205895e-2,3.9970831629123134e-2,6.1523208905534706e-2
can_144/NF,2.7566119231458592,2.6716901961461494,2.804963374708071,8.359619396722688e-2,2.356235224942793e-2,0.11166289430060872
can_161/F,3.7335072515620595,3.5207266114994127,3.9933805902492168,0.29298485376724626,9.718954312575079e-2,0.37917102150190224
can_161/NF,3.845185420438156,3.808275765687995,3.8672216477498296,3.64878198821346e-2,1.2336309222757351e-2,4.9474657080377814e-2
can_187/F,6.702668074416276,6.3907314051239155,6.957007085875375,0.33167998189572473,0.2707214912023565,0.3914264235431801
can_187/NF,7.228140624062537,7.133577017187993,7.303347473000031,9.33021600421283e-2,4.470251762237991e-2,0.1182675772866094
